img_id; img_path                                                                     ; pred_bboxes                                                                                                                                                                                  ; target_bboxes                                                                                                                             ; ious                                                           ; prompts
   136; grasp_vlm_dataset/vertical_bar13_jpg.rf.f170b845f44c14eabc532996c7602273.jpg ; {'hand': [0.5339556884765625, 0.3545919189453125, 0.5609824829101563, 0.4143357238769531]}                                                                                                   ; {'handle': {'x_1': 0.511, 'y_1': 0.405, 'x_2': 0.546, 'y_2': 0.4735}}                                                                     ; {'hand': 0.028833289654308793}                                 ; [['Best placement for the entire hand on the door with a vertical bar handle']]
   137; grasp_vlm_dataset/solder_5_jpg.rf.aeacdfb866d8162a9184f451f439dc39.jpg       ; {'hand': [0.39118829345703127, 0.6311470947265625, 0.4540310974121094, 0.7776737670898437]}                                                                                                  ; {'handle': {'x_1': 0.569, 'y_1': 0.473, 'x_2': 0.6365, 'y_2': 0.7395}}                                                                    ; {'hand': 0.0}                                                  ; [['Best placement for the entire hand on the soldering iron']]
   138; grasp_vlm_dataset/chainsaw20_jpg.rf.dc1c3fc43d94cbf06b490361708ed579.jpg     ; {'left': [0.0, 0.0, 0.0, 0.0], 'right': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                ; {'right': {'x_1': 0.394, 'y_1': 0.296, 'x_2': 0.4945, 'y_2': 0.33}, 'left': {'x_1': 0.22, 'y_1': 0.317, 'x_2': 0.418, 'y_2': 0.4045}}     ; {'left': 0.0, 'right': 0.0}                                    ; [['Best placement near the green star for the entire left hand on the chainsaw'], ['Best placement for the entire right hand on the chainsaw']]
   139; grasp_vlm_dataset/lever_handle2_jpg.rf.32fd38f14cd1195fd5d20ff4c2b11e66.jpg  ; {'hand': [0.3913923034667969, 0.5752898559570313, 0.48209576416015626, 0.6018272705078125]}                                                                                                  ; {'handle': {'x_1': 0.41, 'y_1': 0.583, 'x_2': 0.487, 'y_2': 0.5945}}                                                                      ; {'hand': 0.33656321666892647}                                  ; [['Best placement for the entire hand on the door with a horizontal lever handle']]
   140; grasp_vlm_dataset/rnd_door16_jpg.rf.3fd7d52f22bb533bc876da2b5e186531.jpg     ; {'hand': [0.6765659790039062, 0.9485418701171875, 0.7200307006835938, 1.0]}                                                                                                                  ; {'handle': {'x_1': 0.69, 'y_1': 0.947, 'x_2': 0.721, 'y_2': 1.0}}                                                                         ; {'hand': 0.6620102741573091}                                   ; [['Best placement for the entire hand on the door with a round handle']]
   141; grasp_vlm_dataset/syringe16_jpg.rf.8c9423a1449e8f8ced46f9651e5818ca.jpg      ; {'index': [0.12210250091552734, 0.457358642578125, 0.8362989501953125, 0.6067861328125], 'thumb': [0.12210250091552734, 0.457358642578125, 0.8362989501953125, 0.6067861328125]}             ; {'thumb': {'x_1': 0.128, 'y_1': 0.488, 'x_2': 0.163, 'y_2': 0.5815}, 'index': {'x_1': 0.216, 'y_1': 0.454, 'x_2': 0.248, 'y_2': 0.608}}   ; {'index': 0.04474425235048275, 'thumb': 0.03066418782145968}   ; [['Best placement for the index finger on the syringe'], ['Best placement for the thumb finger on the syringe']]
   142; grasp_vlm_dataset/drill_0_jpg.rf.ba4c73b312f6c2ad5dd8cd418de04264.jpg        ; {'index': [0.44538421630859376, 0.07721309661865235, 0.6004661254882813, 0.22152171325683595]}                                                                                               ; {'index': {'x_1': 0.437, 'y_1': 0.391, 'x_2': 0.53, 'y_2': 0.469}}                                                                        ; {'index': 0.0}                                                 ; [['Best placement for the index finger on the power drill']]
   143; grasp_vlm_dataset/wacker_2_jpg.rf.466b5868a2a12b97e0c5bcdcb4a911bb.jpg       ; {'index': [0.2494580993652344, 0.2637901611328125, 0.9802486572265625, 0.7428666381835938]}                                                                                                  ; {'index': {'x_1': 0.455, 'y_1': 0.613, 'x_2': 0.4885, 'y_2': 0.6445}}                                                                     ; {'index': 0.0030140995083010567}                               ; [['Best placement for the index finger on the weed wacker']]
   144; grasp_vlm_dataset/scissors8_jpg.rf.472fbb17cf2f677597f975b808994efc.jpg      ; {'index': [0.38435369873046876, 0.4957908630371094, 0.6351639404296875, 1.0], 'thumb': [0.16321566772460938, 0.08827577209472656, 0.91197216796875, 0.8097252197265625]}                     ; {'thumb': {'x_1': 0.748, 'y_1': 0.45, 'x_2': 0.9065, 'y_2': 0.581}, 'index': {'x_1': 0.417, 'y_1': 0.666, 'x_2': 0.5935, 'y_2': 0.965}}   ; {'index': 0.4173110839729165, 'thumb': 0.03843740425129776}    ; [['Best placement for the index finger on the pair of scissors'], ['Best placement for the thumb finger on the pair of scissors']]
   145; grasp_vlm_dataset/bowl_ball14_jpg.rf.7383601fda4050c565c1fb4127ce41b3.jpg    ; {'index': [0.8703143310546875, 0.829999267578125, 1.0, 1.0], 'thumb': [0.8703143310546875, 0.829999267578125, 1.0, 1.0]}                                                                     ; {'index': {'x_1': 0.508, 'y_1': 0.394, 'x_2': 0.7045, 'y_2': 0.4515}, 'thumb': {'x_1': 0.464, 'y_1': 0.606, 'x_2': 0.565, 'y_2': 0.641}}  ; {'index': 0.0, 'thumb': 0.0}                                   ; [['Best placement for the index finger on the bowling ball'], ['Best placement for the thumb finger on the bowling ball']]
   146; grasp_vlm_dataset/shovel11_jpg.rf.2bd7feed145657ccfceefe65a99f3f2f.jpg       ; {'left': [0.19796383666992187, 0.8243004150390625, 0.2472299346923828, 0.912135498046875], 'right': [0.08783628845214844, 0.30461825561523437, 0.8333687133789063, 0.7499849243164063]}      ; {'left': {'x_1': 0.046, 'y_1': 0.374, 'x_2': 0.0965, 'y_2': 0.662}, 'right': {'x_1': 0.444, 'y_1': 0.46, 'x_2': 0.66, 'y_2': 0.5745}}     ; {'left': 0.0, 'right': 0.07448605783411982}                    ; [['Best placement near the green star for the entire left hand on the shovel'], ['Best placement for the entire right hand on the shovel']]
   147; grasp_vlm_dataset/lever_handle14_jpg.rf.2ef9240c074aef275eeceb0e3583c305.jpg ; {'hand': [0.6952409057617187, 0.8094785766601562, 0.7141177978515625, 0.8731530151367187]}                                                                                                   ; {'handle': {'x_1': 0.31, 'y_1': 0.563, 'x_2': 0.3725, 'y_2': 0.5725}}                                                                     ; {'hand': 0.0}                                                  ; [['Best placement for the entire hand on the door with a horizontal lever handle']]
   148; grasp_vlm_dataset/drill_8_jpg.rf.0e9e374530ed9dab0955f40cd3b6ac75.jpg        ; {'index': [0.06510026550292969, 0.129852294921875, 0.8096848754882813, 0.84160107421875]}                                                                                                    ; {'index': {'x_1': 0.459, 'y_1': 0.439, 'x_2': 0.495, 'y_2': 0.509}}                                                                       ; {'index': 0.004755101092453498}                                ; [['Best placement for the index finger on the power drill']]
   149; grasp_vlm_dataset/allen_17_jpg.rf.fee357f14795a45bb4d02e7443df8204.jpg       ; {'hand': [0.0926513900756836, 0.35167071533203126, 0.7887699584960938, 0.7165579223632812]}                                                                                                  ; {'handle': {'x_1': 0.421, 'y_1': 0.354, 'x_2': 0.7885, 'y_2': 0.579}}                                                                     ; {'hand': 0.3255352377530401}                                   ; [['Best placement for the entire hand on the allen key']]
   150; grasp_vlm_dataset/allen_6_jpg.rf.c65ff82a152e9faf8d2f43fa129c9963.jpg        ; {'hand': [0.28757022094726564, 0.14394534301757814, 0.8014393310546875, 0.8565342407226563]}                                                                                                 ; {'handle': {'x_1': 0.292, 'y_1': 0.144, 'x_2': 0.7985, 'y_2': 0.302}}                                                                     ; {'hand': 0.21854706224656137}                                  ; [['Best placement for the entire hand on the allen key']]
   151; grasp_vlm_dataset/wrench_6_jpg.rf.4e8676d4832153540267a96a78ae2c6f.jpg       ; {'hand': [0.1987890167236328, 0.5251647338867188, 0.383384033203125, 0.8210786743164062]}                                                                                                    ; {'handle': {'x_1': 0.305, 'y_1': 0.097, 'x_2': 0.966, 'y_2': 0.6055}}                                                                     ; {'hand': 0.016379430353467162}                                 ; [['Best placement for the entire hand on the wrench']]
   152; grasp_vlm_dataset/bow11_jpg.rf.b5efed0e65f8331f4bd64202db7d38a0.jpg          ; {'index': [0.0, 0.0, 0.0, 0.0], 'thumb': [0.0, 0.0, 0.0, 0.0]}                                                                                                                               ; {'index': {'x_1': 0.785, 'y_1': 0.2, 'x_2': 0.848, 'y_2': 0.2595}, 'thumb': {'x_1': 0.809, 'y_1': 0.183, 'x_2': 0.84, 'y_2': 0.214}}      ; {'index': 0.0, 'thumb': 0.0}                                   ; [['Best placement for the index finger on the violin bow'], ['Best placement for the thumb finger on the violin bow']]
   153; grasp_vlm_dataset/top_bar7_jpg.rf.c1a65f421d3e8ba6288e93fce966c145.jpg       ; {'hand': [0.3877336730957031, 0.35248321533203125, 0.5503851318359375, 0.394123291015625]}                                                                                                   ; {'handle': {'x_1': 0.39, 'y_1': 0.358, 'x_2': 0.55, 'y_2': 0.3925}}                                                                       ; {'hand': 0.8150225124319361}                                   ; [['Best placement for the entire hand on the top drawer with a horizontal bar handle']]
   154; grasp_vlm_dataset/multimeter17_jpg.rf.eba4e4c8cacf37f6930815055898aa22.jpg   ; {'left': [0.08889067077636718, 0.23822813415527344, 0.8362638549804687, 0.9863882446289063], 'right': [0.06402835845947266, 0.23819554138183593, 0.8114791870117187, 0.9866356201171875]}    ; {'left': {'x_1': 0.35, 'y_1': 0.244, 'x_2': 0.411, 'y_2': 0.565}, 'right': {'x_1': 0.67, 'y_1': 0.238, 'x_2': 0.7295, 'y_2': 0.577}}      ; {'left': 0.0350189247375721, 'right': 0.03603440762324137}     ; [['Best placement near the green star for the entire left hand on the multimeter with red and black leads'], ['Best placement for the entire right hand on the multimeter with red and black leads']]
   155; grasp_vlm_dataset/solder_10_jpg.rf.b9d560d90e1b1dfc452fbed7c535edd6.jpg      ; {'hand': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                                               ; {'handle': {'x_1': 0.065, 'y_1': 0.494, 'x_2': 0.552, 'y_2': 0.863}}                                                                      ; {'hand': 0.0}                                                  ; [['Best placement for the entire hand on the soldering iron']]
   156; grasp_vlm_dataset/darts9_jpg.rf.0e86bcfc018e6725a57ffd620eea9dd2.jpg         ; {'index': [0.08972540283203125, 0.2260456085205078, 0.2900442810058594, 0.33642617797851565], 'thumb': [0.08972540283203125, 0.2260456085205078, 0.2900442810058594, 0.33642617797851565]}   ; {'index': {'x_1': 0.397, 'y_1': 0.354, 'x_2': 0.5185, 'y_2': 0.418}, 'thumb': {'x_1': 0.372, 'y_1': 0.383, 'x_2': 0.5085, 'y_2': 0.438}}  ; {'index': 0.0, 'thumb': 0.0}                                   ; [['Best placement for the index finger on the dart'], ['Best placement for the thumb finger on the dart']]
   157; grasp_vlm_dataset/shovel14_jpg.rf.4ca1e8dd85c89628f71681399c1b7520.jpg       ; {'left': [0.13836253356933595, 0.1380361785888672, 0.8868017578125, 0.8863958740234374], 'right': [0.1633070526123047, 0.13797737121582032, 0.9101328125, 0.8861596069335937]}               ; {'left': {'x_1': 0.062, 'y_1': 0.84, 'x_2': 0.1805, 'y_2': 0.9535}, 'right': {'x_1': 0.122, 'y_1': 0.392, 'x_2': 0.6135, 'y_2': 0.892}}   ; {'left': 0.003420252923495556, 'right': 0.3822167083911561}    ; [['Best placement near the green star for the entire left hand on the shovel'], ['Best placement for the entire right hand on the shovel']]
   158; grasp_vlm_dataset/bowl_ball12_jpg.rf.8ffcd1332ffaf7ad15d4baed4d1dffbe.jpg    ; {'index': [0.44726296997070314, 0.6803053588867187, 0.9353928833007813, 0.9707940063476562], 'thumb': [0.4478424987792969, 0.6803799438476562, 0.9327763061523437, 0.971341064453125]}       ; {'thumb': {'x_1': 0.658, 'y_1': 0.909, 'x_2': 0.7415, 'y_2': 0.949}, 'index': {'x_1': 0.598, 'y_1': 0.709, 'x_2': 0.7645, 'y_2': 0.749}}  ; {'index': 0.046968819188728236, 'thumb': 0.023671677963479753} ; [['Best placement for the index finger on the bowling ball'], ['Best placement for the thumb finger on the bowling ball']]
